"날짜","제품명","유형","고객문의","답변내용","담당자"
"2025-01-04","하이퍼 로봇청소기 Lite10","연결/설치","하이퍼 로봇청소기 Lite10은 매핑 기능이 없나요?","네, 하이퍼 로봇청소기 'Lite10' 모델은 가격 경쟁력을 높이기 위해 LDS 센서와 같은 매핑 기능 대신, 자이로 센서를 기반으로 한 '규칙적인 왕복 주행' 방식으로 청소를 진행합니다. 매핑 기능이 필요하시다면 '하이퍼 로봇청소기 Z10' 모델을 추천합니다.","정하은"
"2025-01-03","기가 스피커 Ultra","기능/사용법","기가 스피커 Ultra는 돌비 애트모스를 지원하나요? 업파이어링 스피커가 내장되어 있나요?","네, 기가 스피커 Ultra는 돌비 애트모스(Dolby Atmos)를 완벽하게 지원하며, 제품 상단에 2개의 업파이어링 스피커 유닛을 탑재하여 천장에 소리를 반사시켜 입체적인 공간 음향을 구현합니다. 사운드바 한 대로 영화관 같은 몰입감을 느낄 수 있습니다.","김민준"
"2025-01-03","하이퍼 프로젝터 SE9","호환성","하이퍼 프로젝터 SE9 모델은 안드로이드 TV 같은 OS가 내장되어 있나요?","'SE' 모델은 핵심적인 투사 기능에 집중하여 합리적인 가격을 구현한 제품으로, 별도의 스마트 OS는 내장하고 있지 않습니다. 크롬캐스트, 애플TV, 혹은 다양한 OTT 스틱을 HDMI 포트에 연결하여 스마트 기능을 이용하실 수 있습니다.","이서연"
"2025-01-02","하이퍼 프로세서 SE","AS/교환/환불","하이퍼 프로세서 SE를 중고로 구매했는데, 정품 등록이 가능한가요?","아니요, 정품 등록은 최초 구매자 1인에 한해서만 가능합니다. 중고로 구매하신 경우, 이전 사용자가 이미 정품 등록을 했다면 추가 등록은 불가능합니다. 다만, 제품의 AS는 구매 영수증이나 시리얼 번호를 기준으로 제공되므로, 보증 기간 이내라면 서비스를 받으시는 데는 문제가 없습니다.","박도윤"
"2025-01-02","네오 솔루션 Ultra","기능/사용법","네오 솔루션 Ultra의 '실시간 협업' 기능은 어떻게 사용하나요?","프로젝트 대시보드에서 '공유' 버튼을 누르고, 협업할 팀원의 이메일 주소를 초대하면 됩니다. 초대된 팀원은 동일한 프로젝트 파일을 동시에 열고 각자 맡은 부분을 실시간으로 편집할 수 있으며, 다른 사람의 커서 위치와 수정 사항이 즉시 화면에 반영됩니다.","최지우"
"2025-01-01","에코 드론 X","보안/기타","에코 드론 X는 비행 기록(로그)이 저장되나요?","네, 에코 드론 X는 비행 시의 고도, 속도, 거리, GPS 경로, 조종 기록 등 상세한 비행 로그 데이터를 내부 메모리에 자동으로 저장합니다. 이 기록은 전용 앱을 통해 확인하거나 파일로 내보낼 수 있으며, 비행 중 문제 발생 시 원인 분석에 활용될 수 있습니다.","정하은"
"2025-01-01","고성능 워치 Max","호환성","고성능 워치 Max는 골프 앱을 지원하나요?","네, 지원합니다. 고성능 워치 Max에는 국내외 4만여 개 골프 코스의 맵 데이터가 내장되어 있으며, GPS를 통해 현재 홀까지의 거리, 그린의 경사도, 해저드 정보 등을 정확하게 안내해주는 스마트 캐디 기능을 제공합니다.","김민준"
"2024-12-31","고성능 공기청정기 Lite2","기능/사용법","고성능 공기청정기 Lite2의 취침 모드는 어떤 기능인가요?","취침 모드를 선택하면, 공기청정기 팬이 가장 낮은 속도로 조용하게 작동하고 전면의 모든 LED 표시등이 꺼집니다. 소음과 빛의 방해 없이 숙면을 취하면서도, 최소한의 공기 정화 기능을 유지할 수 있습니다.","이서연"
"2024-12-31","퀀텀 솔루션 Z7","배송/결제","퀀텀 솔루션 Z7은 주로 어떤 산업 분야를 타겟으로 하나요? 금융 데이터 분석에 특화된 기능이 있나요?","퀀텀 솔루션 Z7은 대규모 시계열 데이터의 초고속 처리에 특화되어 있어, 주가 예측, 이상 거래 탐지 등 금융 분야와 제조 공정 최적화(OPC) 분야에 주로 사용됩니다. 금융 데이터 분석을 위한 다양한 통계 모델과 시각화 템플릿을 기본으로 제공합니다.","박도윤"
"2024-12-30","기가 드론 X","AS/교환/환불","기가 드론 X가 추락해서 프로펠러 암(arm) 부분이 부러졌습니다. 수리 비용은 어느 정도일까요?","암 파손의 경우, 해당 부품만 교체하는 수리가 가능합니다. 부품 비용과 공임비를 포함하여 대략 8~12만원 사이의 수리 비용이 발생할 수 있습니다. 정확한 비용은 저희 서비스센터에 제품 입고 후 파손 정도를 확인해야 안내해 드릴 수 있습니다.","최지우"
"2024-12-30","스마트 드론 Max2","기능/사용법","스마트 드론 Max2의 '마스터샷' 기능은 무엇인가요?","'마스터샷'은 초보자도 전문가처럼 멋진 영상을 쉽게 촬영할 수 있도록 도와주는 자동 비행 촬영 기능입니다. 피사체를 지정하고 마스터샷을 실행하면, 드론이 스스로 다양한 경로(후진, 상승, 서클 등)로 비행하며 촬영한 후, 이를 배경음악과 함께 짧고 감각적인 영상으로 자동 편집까지 해줍니다.","정하은"
"2024-12-29","에코 로봇청소기 Ultra5","연결/설치","에코 로봇청소기 Ultra5 스테이션의 자동 급수/배수 키트를 설치하고 싶습니다. 직접 설치가 가능한가요?","자동 급수/배수 키트는 정수/오수관 연결이 필요하여 전문적인 설치 기술이 요구됩니다. 고객님의 안전과 제품의 정상적인 작동을 위해, 저희 전문 설치 기사가 직접 방문하여 설치해 드리는 것을 원칙으로 하고 있습니다. 구매 시 설치 서비스를 함께 신청해 주시면 됩니다.","김민준"
"2024-12-29","AI 메모리","기능/사용법","AI 메모리라는 게 일반 메모리랑 뭐가 다른 건가요? AI가 메모리 성능을 높여주나요?","'AI 메모리'는 실시간으로 시스템 부하와 사용 중인 애플리케이션을 분석하여, 동적으로 메모리 타이밍과 전압을 미세 조정하는 AI 컨트롤러 칩을 탑재한 제품을 의미합니다. 이를 통해 안정성을 유지하면서 특정 작업에서 최적의 성능을 이끌어내도록 설계되었습니다.","이서연"
"2024-12-28","고성능 가습기 X7","AS/교환/환불","고성능 가습기 X7에서 하얀 가루가 너무 많이 나옵니다. 필터를 사용해도 소용이 없어요.","고객님, 저희 가습기 필터는 수돗물의 미네랄 성분을 줄여주는 역할을 하지만, 거주하시는 지역의 수질(경수)에 따라 효과가 미미할 수 있습니다. 이 경우 가장 좋은 해결책은 정수기 물이나 증류수를 사용하시는 것입니다. 정수된 물을 사용하시면 백분 현상이 거의 발생하지 않습니다.","박도윤"
"2024-12-28","AI 카메라","기능/사용법","AI 카메라는 사람 얼굴을 인식해서 자동으로 초점을 맞춰주나요?","네, 맞습니다. AI 카메라에 탑재된 AI 프로세서는 실시간으로 영상 속에서 사람의 얼굴과 눈을 인식하고, 피사체가 움직이더라도 초점을 계속해서 자동으로 따라가는 '실시간 Eye-AF' 기능을 지원합니다. 인물 사진이나 영상 촬영 시 초점이 나갈 걱정이 없습니다.","최지우"
"2024-12-27","울트라 워치 Ultra","호환성","울트라 워치 Ultra는 다이빙 컴퓨터로 사용할 수 있나요?","네, 울트라 워치 Ultra는 수심, 수온, 잠수 시간 등을 측정하는 수중 컴퓨터 기능을 탑재하고 있으며, 최대 수심 40m까지의 레크리에이션 다이빙을 지원하도록 설계되었습니다. (EN13319 인증) 전문적인 테크니컬 다이빙에는 별도의 전용 장비가 필요합니다.","정하은"
"2024-12-27","기가 허브 Go","연결/설치","기가 허브 Go는 와이파이 공유기 기능도 포함되어 있나요?","아니요, 기가 허브 Go는 스마트홈 기기들을 연결하고 제어하는 'IoT 허브' 역할만 수행합니다. 인터넷에 연결하기 위해서는 별도의 유무선 공유기가 필요하며, 허브는 그 공유기에 유선 또는 무선으로 연결되어야 합니다.","김민준"
"2024-12-26","프로 가습기 Z4","기능/사용법","프로 가습기 Z4는 복합식 가습기라고 하던데, 무슨 뜻인가요?","'복합식'이란 초음파식과 가열식의 장점을 결합한 방식입니다. 물을 약 70~80℃ 정도로 데워서 세균을 없앤 후, 이를 초음파로 차갑게 식혀서 분무합니다. 따라서 가열식처럼 위생적이면서도, 초음파식처럼 분무량이 풍부하고 화상의 위험이 없는 장점이 있습니다.","이서연"
"2024-12-26","기가 모니터 Max","AS/교환/환불","기가 모니터 Max 화면에 빛샘 현상이 있는데, 교환 대상인가요?","IPS 패널의 특성상 어두운 화면에서 모서리 부분에 빛이 새어 나오는 것처럼 보이는 현상은 어느 정도 발생할 수 있습니다. 다만, 빛샘이 특정 부위에 집중되어 너무 심하거나 일반적인 영상 시청 시에도 거슬리는 수준이라면, 저희 센터에서 점검 후 불량 판정 시 교환/환불을 도와드릴 수 있습니다.","박도윤"
"2024-12-25","하이퍼 태블릿 SE","호환성","하이퍼 태블릿 SE는 HDMI 출력이 가능한가요?","하이퍼 태블릿 SE의 USB-C 포트는 데이터 전송과 충전만 지원하며, 영상 출력(DP Alt Mode) 기능은 포함되어 있지 않습니다. 따라서 유선으로 외부 모니터에 연결하는 것은 불가능합니다. 화면을 공유하시려면 미라캐스트 등 무선 미러링 기능을 사용하셔야 합니다.","최지우"
"2025-06-19","기가 충전기 X9","기능/사용법","기가 충전기 X9은 출력이 어떻게 되나요? 노트북 여러 대 충전이 가능한가요?","기가 충전기 X9은 총 4개의 포트에서 합계 200W의 매우 높은 출력을 제공합니다. 예를 들어 100W, 60W, 20W, 20W 와 같이 전력을 배분하여, 고사양 노트북 2대와 스마트폰 등을 동시에 최대 속도로 충전할 수 있는 전문가용 충전 스테이션입니다.","정하은"
"2024-12-24","기가 마우스 Lite","배송/결제","기가 마우스 Lite를 주문했는데, 색상을 변경하고 싶습니다.","고객님, 주문하신 상품이 아직 '상품 준비 중' 단계라면 저희 고객센터로 연락 주셨을 때 색상 변경이 가능합니다. 하지만 이미 '배송 준비 중'으로 상태가 변경된 후에는 출고 작업이 시작되어 변경이 어려운 점 양해 부탁드립니다. 이 경우에는 제품을 수령하신 후 교환 절차를 통해 원하시는 색상으로 교환하셔야 합니다.","김민준"
"2024-12-24","하이퍼 스피커 Go","기능/사용법","하이퍼 스피커 Go는 배터리가 내장된 휴대용 스피커인가요? 배터리 시간은 얼마나 되나요?","네, 하이퍼 스피커 Go는 휴대용 블루투스 스피커입니다. 완충 시, 50% 볼륨 기준으로 최대 15시간 연속 재생이 가능하여, 캠핑이나 야외 활동 시에도 하루 종일 음악을 즐길 수 있습니다.","이서연"
"2024-12-23","에코 센서 Max6","연결/설치","에코 센서 Max6가 감지하는 공기질 데이터는 어떤 것들이 있나요?","에코 센서 Max6는 온도, 습도, 미세먼지(PM2.5), 초미세먼지(PM1.0), 이산화탄소(CO2), 휘발성유기화합물(VOCs) 등 총 6가지의 핵심 실내 공기질 데이터를 실시간으로 측정하여 전용 앱을 통해 보여주고, 이를 기반으로 자동화를 실행할 수 있습니다.","박도윤"
"2024-12-23","고성능 모니터 Z","호환성","고성능 모니터 Z는 NVIDIA G-Sync와 호환되나요?","네, 고성능 모니터 Z는 공식적으로 NVIDIA G-Sync Compatible 인증을 받았습니다. NVIDIA 그래픽카드와 DP 케이블로 연결 시, 게임의 프레임과 모니터의 주사율을 동기화하여 화면 찢어짐(테어링)과 버벅거림(스터터링) 없는 매우 부드러운 게임 플레이를 경험할 수 있습니다. AMD FreeSync Premium도 지원합니다.","최지우"
"2024-12-22","네오 공기청정기 Z10","AS/교환/환불","네오 공기청정기 Z10에서 '웅' 하는 진동 소음이 납니다.","정상적인 팬 소음 외에 '웅' 또는 '덜덜' 거리는 진동 소음이 발생한다면, 내부 팬 모터의 균형이 맞지 않거나 베어링에 문제가 발생했을 수 있습니다. 저희 AS 센터로 연락 주시면 기사 방문 일정을 잡아, 현장에서 제품 상태를 점검하고 필요시 부품 교체 또는 제품 교환을 진행해 드리겠습니다.","정하은"
"2024-12-22","퓨처 모니터 Lite","기능/사용법","퓨처 모니터 Lite의 스탠드는 틸트(각도 조절)만 되나요? 높이 조절은 안 되나요?","네, 'Lite' 모델은 합리적인 가격 구성을 위해 상하 각도 조절(틸트) 기능만 지원하는 기본 스탠들이 포함되어 있습니다. 높이 조절이나 피벗 기능이 필요하시다면, 모니터 뒷면의 100x100mm 표준 VESA 홀을 이용하여 별도의 모니터 암을 장착하여 사용하시는 것을 추천합니다.","김민준"
"2024-12-21","퓨처 드론 Z","배송/결제","퓨처 드론 Z를 주문하면 보통 며칠 만에 받을 수 있나요?","고객님, 평일 오후 3시 이전까지 결제를 완료하시면 당일 출고를 원칙으로 하고 있습니다. 배송은 CJ대한통운 택배를 통해 이루어지며, 특별한 배송 지연이 없다면 출고일로부터 1~2 영업일 이내에 대부분 수령하십니다. (제주/도서산간 지역 제외)","이서연"
"2024-12-21","에코 충전기 SE5","보안/기타","에코 충전기 SE5로 충전 중에 충전기가 많이 뜨거운데, 괜찮은 건가요?","고속 충전 시 내부 회로에서 열이 발생하는 것은 자연스러운 현상입니다. 손으로 만졌을 때 '따뜻하다'고 느껴지는 정도는 정상입니다. 다만, '뜨거워서 손을 데일 것 같다'고 느껴질 정도라면 과열일 수 있으니 즉시 사용을 중단하고 저희 고객센터에서 점검을 받아보시는 것이 안전합니다.","박도윤"
